,Topline_csat,billing_csat,client_id,claim_csat_t3b,role,ee_csat_t3b_tem,ee_csat_t3b_vb,ee_csat_t3b_ltd,billing_m,issue_m,csat_onbrd,lives_group,Tenure_bin,hrc_flag,total_leave_indicator,has_TCS,BrkrSeg_1,DataFeedInd,LTD_ind,STD_ind,Dent_ind,VSN_ind,LIF_ind,ADD_ind,VB_ind,FML_ind,issue_handling_csat
262,10,10,746174359,1,2,1,1,,1.5,0.162790698,10,100to499,3to5,1,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,
263,8,8,766135,1,4,1,,,0,0.411764706,10,LT100,2,0,FALSE,0,e. <$50K,N,1,1,0,0,1,1,0,0,
264,7,10,5.55555E+15,0,3,0,,,,,,,,,,,,,,,,,,,,,
265,4,6,1474723286,0.2,2,0.666666667,0.857142857,,,,,,,,,,,,,,,,,,,,
266,10,10,706286,1,3,1,,,,,,,,,,,,,,,,,,,,,10
267,8,8,1252351055,0,3,0,,,0,0,10,LT100,6to10,0,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,
268,8,10,977817635,0.4,2,0.8,0,,0,0.4,9,100to499,2,0,TRUE,0,z. Unknown,N,0,0,0,0,0,0,1,0,
269,10,10,740184055,1,1,1,,,0,0.2,10,LT100,3to5,0,FALSE,0,f. $50K - $500K,N,1,1,1,1,1,1,0,0,10
270,7,6,5.55555E+15,0.6,3,0.6,,,,,,,,,,,,,,,,,,,,,
271,8,10,1209018300,0.8,2,0.857142857,0.75,,0,0,10,GTE2000,1,0,TRUE,1,g. $500K - $5M,N,1,1,0,0,1,1,1,1,
272,8,8,5.55555E+15,1,4,1,,,,,,,,,,,,,,,,,,,,,
273,6,4,20965718,,3,,,,,,,,,,,,,,,,,,,,,,
274,9,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
275,9,8,344724505,1,3,1,,,0,0,10,500to1999,,0,TRUE,0,z. Unknown,N,0,0,0,0,0,0,1,0,
276,7,7,5.55555E+15,0,4,0,,,,,,,,,,,,,,,,,,,,,
277,3,6,987215060,0,4,0,0,1,0.301675978,0.366666667,10,GTE2000,3to5,0,FALSE,0,h. $5M - $50M,N,1,1,1,1,1,1,1,0,
278,9,10,519759,1,4,1,,,0,0,10,LT100,6to10,0,FALSE,0,h. $5M - $50M,N,1,0,0,0,1,1,0,0,
279,3,2,5.55555E+15,0,3,0,,,,,,,,,,,,,,,,,,,,,
280,10,10,679117,1,2,1,,,0,1,10,LT100,GT10,0,FALSE,0,e. <$50K,N,0,0,0,0,1,1,0,0,
281,3,1,762841693,0,3,0,,,0,0.428571429,10,100to499,3to5,0,TRUE,0,g. $500K - $5M,Y,1,1,0,0,1,1,0,0,3
282,8,9,5.55555E+15,,3,,,,,,,,,,,,,,,,,,,,,,
283,10,10,516581890,1,2,1,,,1,0.5,10,LT100,6to10,0,FALSE,0,e. <$50K,N,0,1,0,0,0,0,0,0,
284,9,9,766824763,1,2,1,,,0,0.59375,10,LT100,6to10,1,TRUE,1,f. $50K - $500K,N,1,1,0,0,1,1,1,0,
285,6,9,1178460580,0.333333333,3,1,,,1,0.097560976,10,100to499,GT10,0,TRUE,1,g. $500K - $5M,N,1,0,0,0,1,1,0,1,
286,7,7,431373219,0.666666667,4,0.666666667,,,0,0,9,100to499,GT10,0,FALSE,0,f. $50K - $500K,N,1,0,0,0,0,0,1,0,
287,9,9,970108276,1,3,1,0.526315789,1,0,0.055555556,10,500to1999,6to10,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,1,
288,10,9,752978602,,3,,,,,,,,,,,,,,,,,,,,,,
289,8,8,846952785,0.8,4,1,,1,,,,,,,,,,,,,,,,,,,
290,9,9,171705991,0.75,3,0.75,,,1,0.0625,10,100to499,GT10,1,FALSE,1,g. $500K - $5M,N,1,1,0,0,1,1,0,0,
291,10,6,1391681859,0.2,2,0.888888889,,,0.5,0.5,7,LT100,6to10,0,FALSE,0,z. Unknown,N,0,0,0,0,0,0,1,0,
292,10,10,969124574,1,1,0.666666667,0.714285714,1,0.72,0.033898305,10,500to1999,2,1,FALSE,1,g. $500K - $5M,N,1,1,0,0,1,1,1,1,
293,10,10,855822503,1,2,1,,,0,0.166666667,10,LT100,3to5,0,FALSE,0,f. $50K - $500K,N,1,1,1,1,1,1,0,0,
294,1,2,5.55555E+15,0,2,0,,,,,,,,,,,,,,,,,,,,,
295,7,7,598967026,0,3,0.5,,1,,,,,,,,,,,,,,,,,,,
296,7,9,876778122,0.4,3,1,,1,0.333333333,0,10,GTE2000,3to5,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,1,
297,9,9,351568151,0.6,3,0.333333333,,,2.8,0.061538462,10,500to1999,6to10,0,TRUE,1,h. $5M - $50M,N,1,1,0,0,1,1,0,1,
298,5,6,750962405,,4,,,,,,,,,,,,,,,,,,,,,,
299,10,10,660146,1,3,1,,,2,0.65,9,100to499,GT10,0,FALSE,0,f. $50K - $500K,Y,1,1,0,1,1,1,0,0,
300,8,5,577897,0,4,0,,,0,0,10,LT100,GT10,0,FALSE,0,e. <$50K,N,1,0,0,0,0,0,0,0,9
301,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
302,5,11,696685188,0,3,0,,,0,0.333333333,8,100to499,3to5,1,FALSE,0,g. $500K - $5M,N,0,0,1,0,1,1,0,0,10
303,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
304,10,8,1301367639,1,3,1,1,,,,,,,,,,,,,,,,,,,,
305,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
306,7,6,1145144919,0,2,0.25,0.666666667,1,,,,,,,,,,,,,,,,,,,10
307,7,11,264779816,0.25,3,1,,0.666666667,0.333333333,0.176470588,10,GTE2000,GT10,0,TRUE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,
308,9,10,604876,0.666666667,3,0.666666667,,,0,0.75,10,LT100,6to10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,
309,10,10,1177640329,1,4,1,,,1.956521739,0.526315789,9,100to499,GT10,0,FALSE,0,g. $500K - $5M,Y,1,1,0,0,1,1,1,0,10
310,10,9,355857202,,4,,1,,,,,,,,,,,,,,,,,,,,7.5
311,10,10,635428,1,3,1,,,0,1,10,LT100,3to5,0,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,
312,5,8,1224937416,0,3,0.6,0.333333333,1,,,,,,,,,,,,,,,,,,,
313,8,8,5.55555E+15,0.8,1,0.8,,,,,,,,,,,,,,,,,,,,,
314,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
315,10,10,585598,,2,,,,0,0.5,10,LT100,6to10,0,FALSE,0,e. <$50K,N,1,1,0,0,1,1,0,0,
316,7,8,503844760,0.333333333,2,0.333333333,,,0,0.25,10,LT100,GT10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,
317,6,5,154220051,0,3,0,,,0.25,0.466666667,10,100to499,6to10,0,FALSE,0,g. $500K - $5M,Y,1,1,0,0,1,1,0,0,
318,10,10,541290,1,3,1,,,0.5,1,10,LT100,6to10,0,FALSE,0,f. $50K - $500K,N,0,0,0,0,1,1,0,0,
319,10,10,515367,1,1,1,,,0,0,10,LT100,GT10,0,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,
320,9,9,724624,0.666666667,3,0.666666667,,,0,0.735294118,10,LT100,GT10,0,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,10
321,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
322,9,8,477930,0.6,4,1,0.5,,,,,,,,,,,,,,,,,,,,
323,10,10,958220583,1,3,1,,,0,0,7,500to1999,3to5,0,FALSE,0,g. $500K - $5M,N,0,0,0,0,1,1,0,0,
324,10,10,5.55555E+15,,1,,,,,,,,,,,,,,,,,,,,,,
325,3,3,5.55555E+15,,3,,,,,,,,,,,,,,,,,,,,,,
326,9,9,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
327,6,8,1083895483,0,2,0,,1,0,0.035087719,10,500to1999,2,0,FALSE,1,i. >$50M,N,1,1,0,0,1,1,0,1,
328,7,7,846952785,0.6,4,1,,1,,,,,,,,,,,,,,,,,,,
329,10,10,5.55555E+15,1,1,1,,,0,1,10,LT100,2,0,FALSE,0,f. $50K - $500K,Y,0,0,0,0,1,1,0,0,
330,10,11,452326,1,2,1,,,0.4,0.366666667,10,100to499,2,0,FALSE,0,f. $50K - $500K,Y,0,0,0,0,1,1,0,0,
331,10,10,5.55555E+15,1,4,1,,,,,,,,,,,,,,,,,,,,,
332,4,2,1050818964,0,3,0,,,7,0.603053435,10,500to1999,GT10,0,FALSE,1,g. $500K - $5M,N,1,1,0,0,1,1,1,1,1
333,6,9,1091655258,0.666666667,1,0.666666667,,,0.12,0.076923077,9,100to499,6to10,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,0,4
334,9,9,1380138466,1,4,1,,,,,,,,,,,,,,,,,,,,,
335,7,8,5.55555E+15,0,4,0,,,,,,,,,,,,,,,,,,,,,
336,9,10,732026634,1,3,1,,,1.263157895,0.0625,7,500to1999,GT10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,
337,7,10,665196,,2,,,,0,0.057142857,10,LT100,GT10,0,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,0,0,10
338,7,8,1229655608,0.2,2,0.666666667,,,5,0,7,500to1999,GT10,0,FALSE,1,h. $5M - $50M,N,1,1,0,0,0,0,0,0,
339,10,9,369337324,1,1,1,,,0,0,9,100to499,6to10,0,FALSE,0,g. $500K - $5M,N,1,0,0,1,1,1,0,0,
340,9,9,617661194,1,3,0.5625,0.625,1,0,0.029850746,7,GTE2000,GT10,0,FALSE,1,g. $500K - $5M,N,1,1,0,0,1,1,0,1,
341,7,8,309553310,0.8,3,0.8,,,,,,,,,,,,,,,,,,,,,
342,10,10,620204693,1,1,1,,,0,0.333333333,10,LT100,GT10,0,FALSE,0,f. $50K - $500K,N,0,0,1,0,0,0,0,0,10
343,9,10,799601927,1,3,1,,,2,0,10,LT100,3to5,0,TRUE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,1
344,7,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
345,6,7,1212551581,0.2,3,0.5,,,,,,,,,,,,,,,,,,,,,
346,9,10,864016670,1,1,1,,,0,0,10,LT100,,0,FALSE,0,f. $50K - $500K,N,0,0,0,1,0,0,0,0,
347,10,10,1327351122,1,3,1,,,,,,,,,,,,,,,,,,,,,
348,9,10,1477403242,1,2,0.625,,1,0.837209302,0,7,GTE2000,6to10,0,FALSE,1,"d. Lockton Companies, LLC - Dallas Series",N,1,1,0,0,1,1,0,1,
349,7,10,5.55555E+15,0.8,2,0.8,1,,,,,,,,,,,,,,,,,,,,
350,10,10,5.55555E+15,,4,,,,,,,,,,,,,,,,,,,,,,
351,6,10,1456396491,0.333333333,3,1,,,0,0.3125,7,500to1999,GT10,0,FALSE,1,c. AON Consulting,N,1,1,0,0,1,1,0,0,
352,5,5,1255014191,0,2,0,,,,,,,,,,,,,,,,,,,,,
353,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
354,8,7,5.55555E+15,0.8,3,0.8,,,,,,,,,,,,,,,,,,,,,
355,10,10,5.55555E+15,,3,,,,,,,,,,,,,,,,,,,,,,
356,8,9,596318819,,3,,1,,1,0.473684211,9,100to499,6to10,0,FALSE,0,h. $5M - $50M,N,0,1,0,0,0,0,1,0,
357,7,11,529357937,0.2,4,0.5,,,0,0.15625,7,500to1999,GT10,0,TRUE,0,g. $500K - $5M,N,1,1,0,0,1,1,0,0,10
358,7,8,236893871,1,3,0.962962963,,,0,0.030769231,10,GTE2000,6to10,0,FALSE,1,h. $5M - $50M,N,0,1,0,0,1,1,0,0,10
359,8,8,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
360,9,9,5.55555E+15,1,3,1,,,0,0,10,LT100,GT10,0,FALSE,0,e. <$50K,Y,0,0,0,0,1,1,0,0,
361,8,8,448967031,1,4,1,,,,,,,,,,,,,,,,,,,,,7.666666667
362,9,7,62309144,1,4,1,,,0.5,0.7,10,LT100,6to10,0,TRUE,0,g. $500K - $5M,N,1,0,0,0,1,1,0,0,8.666666667
363,9,8,114025317,1,3,1,,,0,0,10,LT100,6to10,0,FALSE,0,g. $500K - $5M,N,0,1,0,0,0,0,0,0,10
364,7,8,981788021,0,4,0.5,,,,,,,,,,,,,,,,,,,,,
365,8,4,5.55555E+15,0.4,2,0.4,,,,,,,,,,,,,,,,,,,,,
366,10,9,5.55555E+15,1,3,1,,,0,0.454545455,10,100to499,3to5,0,FALSE,0,g. $500K - $5M,N,0,1,0,0,1,1,0,0,
367,10,10,580953,1,3,1,,,,,,,,,,,,,,,,,,,,,
368,10,10,548293,1,3,1,,,0,0,10,LT100,6to10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,0,0,0,0,
369,10,10,756576393,1,2,1,,1,0,0.8,,100to499,6to10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,1,1,1,0,10
370,9,9,5.55555E+15,0.4,3,0.4,,,,,,,,,,,,,,,,,,,,,
371,10,10,692188122,1,3,1,,,0,0.357142857,10,LT100,3to5,0,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,0,0,
372,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
373,7,1,1315494791,0.75,4,0.75,1,,6,0.118811881,10,LT100,GT10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,1,1,1,0,1
374,7,7,1567158872,0.4,3,0.4,0.5,,,,,,,,,,,,,,,,,,,,
375,10,10,5.55555E+15,,1,,,,,,,,,,,,,,,,,,,,,,
376,9,9,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
377,9,9,600652506,1,4,1,1,,0,0.838709677,9,100to499,GT10,0,FALSE,0,g. $500K - $5M,Y,1,0,0,0,1,1,1,0,9.6
378,6,8,1346889732,0,2,0.363636364,1,,1.8,0.068181818,10,GTE2000,3to5,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,1,
379,9,9,235236098,1,4,1,,,0.705882353,0.205882353,9,100to499,6to10,1,FALSE,1,h. $5M - $50M,N,1,1,0,1,1,1,0,0,
380,9,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
381,8,7,1302421272,1,3,1,,,,,,,,,,,,,,,,,,,,,
382,10,10,579270,,3,,,,,,,,,,,,,,,,,,,,,,
383,10,9,322118165,1,3,0.5,,,,,,,,,,,,,,,,,,,,,
384,9,9,1592266677,,4,,0.5,,,,,,,,,,,,,,,,,,,,
385,10,10,1511649233,1,3,0.5,,,,,,,,,,,,,,,,,,,,,
386,7,6,5.55555E+15,0,2,0,,,,,,,,,,,,,,,,,,,,,
387,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
388,9,8,5.55555E+15,0.2,4,0.2,,,,,,,,,,,,,,,,,,,,,
389,7,7,750209226,0,4,0,,,0,0.083333333,10,GTE2000,GT10,0,FALSE,0,"d. Lockton Companies, LLC - Dallas Series",N,1,0,0,0,0,0,0,0,
390,10,10,948781178,0.8,3,0.8,1,,,,,,,,,,,,,,,,,,,,10
391,9,8,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
392,9,9,1564731480,1,2,0.764705882,,,,,,,,,,,,,,,,,,,,,
393,8,7,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
394,10,10,804317,1,2,1,,,,,,,,,,,,,,,,,,,,,
395,8,10,791017767,1,2,1,,,1,0.125,9,100to499,GT10,1,FALSE,1,h. $5M - $50M,Y,1,0,0,0,1,1,1,0,
396,8,11,204593301,0.6,4,0.25,,1,0.810810811,0.220588235,10,500to1999,GT10,0,TRUE,1,h. $5M - $50M,Y,1,1,0,0,1,1,0,1,4
397,10,10,647982,1,2,1,,,0,0.142857143,10,100to499,1,1,FALSE,1,h. $5M - $50M,N,1,0,0,0,1,1,0,0,
398,2,4,113246041,0,4,0,,,0.666666667,0.333333333,10,100to499,6to10,0,TRUE,1,g. $500K - $5M,Y,1,0,0,0,1,1,0,1,
399,10,11,5.55555E+15,1,4,1,,,,,,,,,,,,,,,,,,,,,
400,7,11,1405046812,0,3,0,,,0,0.4,10,LT100,3to5,0,FALSE,0,g. $500K - $5M,N,1,1,0,0,0,0,0,0,
401,9,10,747328,0,3,0,,,0,0.6,10,LT100,GT10,0,FALSE,0,e. <$50K,N,0,0,0,0,1,1,0,0,
402,6,7,562956198,0,2,0,,,,,,,,,,,,,,,,,,,,,
403,9,9,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
404,10,8,734278,1,2,1,,,0,1,10,LT100,GT10,0,FALSE,0,e. <$50K,N,1,0,0,0,1,1,0,0,
405,7,7,1475059561,0,4,0,,,,,,,,,,,,,,,,,,,,,
406,10,9,480612,1,3,1,,,0,0,7,500to1999,GT10,0,FALSE,0,f. $50K - $500K,N,0,0,0,0,1,0,0,0,
407,7,8,1068745212,0.6,4,0.6,,1,0.333333333,0.5,10,100to499,GT10,0,FALSE,1,h. $5M - $50M,Y,1,1,0,0,1,1,0,1,
408,9,9,621044,1,3,1,,,,,,,,,,,,,,,,,,,,,
409,8,7,811632,0.666666667,1,0.666666667,,,0,0,10,LT100,GT10,0,TRUE,0,f. $50K - $500K,N,0,1,0,0,1,1,0,0,
410,10,10,733006,1,2,1,,,0.545454545,0.307692308,9,100to499,GT10,1,FALSE,1,i. >$50M,N,1,1,0,0,1,1,1,0,
411,9,8,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
412,8,8,399027145,1,3,1,,,2.727272727,0.428571429,10,LT100,3to5,1,FALSE,1,h. $5M - $50M,Y,1,1,1,1,1,1,0,0,
413,8,8,1107857119,0.4,2,0.777777778,,0.5,0,0,10,GTE2000,1,0,FALSE,1,g. $500K - $5M,N,1,1,0,0,1,1,0,0,
414,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
415,6,5,1491501271,0,4,0.666666667,,,,,,,,,,,,,,,,,,,,,
416,8,4,1573019653,1,2,0.692307692,,0.5,,,,,,,,,,,,,,,,,,,
417,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
418,7,7,5.55555E+15,0.25,3,1,,,,,,,,,,,,,,,,,,,,,
419,8,5,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
420,10,9,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
421,8,10,314187708,1,1,1,,,0.666666667,0.666666667,10,LT100,GT10,0,FALSE,0,e. <$50K,N,1,0,0,0,1,1,0,0,
422,10,10,135335145,1,4,1,0.867924528,1,1.8,0.24137931,2,GTE2000,6to10,0,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,1,0,9.333333333
423,10,10,685006620,1,2,1,,,0,0,10,LT100,3to5,0,TRUE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,
424,6,5,1584978948,1,1,1,,,,,,,,,,,,,,,,,,,,,
425,6,8,5.55555E+15,0.25,2,0.25,,,,,,,,,,,,,,,,,,,,,
426,7,10,249343003,0.333333333,2,0.333333333,,1,0.75,0.2,10,100to499,6to10,0,FALSE,0,z. Unknown,N,1,0,0,0,1,1,0,1,
427,5,1,5.55555E+15,0,3,0,,,,,,,,,,,,,,,,,,,,,
428,10,10,1347156300,0.8,3,1,,,,,,,,,,,,,,,,,,,,,
429,7,8,5.55555E+15,0.2,4,0.2,,,,,,,,,,,,,,,,,,,,,
430,8,8,1537112352,1,4,0.542372881,,0.625,,,,,,,,,,,,,,,,,,,
431,7,6,781481707,0.2,3,1,,,,,,,,,,,,,,,,,,,,,
432,10,10,5.55555E+15,,3,,,,,,,,,,,,,,,,,,,,,,
433,8,7,1142956583,0.2,2,0.846153846,0.75,1,0,0,10,GTE2000,3to5,0,FALSE,1,i. >$50M,N,1,1,0,0,0,0,1,1,
434,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,10
435,8,8,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
436,10,10,5.55555E+15,0.8,3,0.8,,,,,,,,,,,,,,,,,,,,,
437,10,10,5.55555E+15,1,3,1,1,,,,,,,,,,,,,,,,,,,,
438,1,2,1357647863,0,2,0,,,,,,,,,,,,,,,,,,,,,1
439,8,8,868592,0.6,3,0.6,,,,,,,,,,,,,,,,,,,,,9
440,8,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
441,7,9,1521410094,0,2,0,,,,,,,,,,,,,,,,,,,,,
442,7,9,922102452,0.2,3,0.2,,,,,,,,,,,,,,,,,,,,,10
443,4,6,1230467838,0,2,0,,,,,,,,,,,,,,,,,,,,,
444,10,10,441074,1,3,1,,,0.75,0,10,LT100,GT10,0,TRUE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,10
445,9,10,474210180,1,3,1,,,1,0.857142857,10,100to499,6to10,0,FALSE,0,h. $5M - $50M,Y,0,0,0,0,1,1,0,0,
446,8,9,279869436,1,2,1,,,,,,,,,,,,,,,,,,,,,9
447,9,9,1595727129,1,4,1,0.875,,,,,,,,,,,,,,,,,,,,
448,5,8,1585091754,0.666666667,1,0.666666667,,,,,,,,,,,,,,,,,,,,,
449,10,10,1320968220,1,1,1,,,,,,,,,,,,,,,,,,,,,
450,7,6,969877381,0.666666667,2,0.666666667,,1,0,0.714285714,10,100to499,6to10,0,FALSE,0,g. $500K - $5M,Y,1,1,0,0,1,1,0,0,7
451,9,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
452,7,2,1583328730,,3,,,,,,,,,,,,,,,,,,,,,,
453,7,10,719221,0,3,0.333333333,,1,0.238875878,0,7,GTE2000,3to5,0,FALSE,1,i. >$50M,N,1,1,0,0,1,1,0,1,
454,8,7,629304179,1,1,1,,,0.333333333,0.666666667,10,LT100,3to5,0,FALSE,0,g. $500K - $5M,Y,1,1,0,0,1,1,0,0,2
455,7,10,1457143217,0.4,3,0.666666667,,,,,,,,,,,,,,,,,,,,,
456,10,10,1314737786,1,1,1,,,0,0.111111111,10,LT100,1,0,FALSE,0,h. $5M - $50M,Y,1,1,1,1,1,1,0,0,
457,9,10,86623988,1,3,1,,,0.352941176,0.666666667,10,100to499,6to10,0,TRUE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,9.5
458,6,7,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
459,3,1,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,5
460,10,10,722911,1,2,1,1,0.333333333,,,,,,,,,,,,,,,,,,,
461,8,8,1349745668,0.2,4,0.545454545,0.857142857,,0.125,0,10,GTE2000,GT10,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,1,
462,6,6,5.55555E+15,0.5,2,0.5,,,,,,,,,,,,,,,,,,,,,
463,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
464,10,10,5.55555E+15,1,4,1,,,,,,,,,,,,,,,,,,,,,
465,8,8,1399772654,1,3,0.857142857,,,0,0,10,500to1999,1,0,TRUE,1,h. $5M - $50M,N,1,0,0,0,1,1,0,1,
466,10,10,1584932000,,1,,,,,,,,,,,,,,,,,,,,,,
467,6,7,5.55555E+15,,4,,,,,,,,,,,,,,,,,,,,,,
468,8,10,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
469,10,10,1274981132,1,3,1,0.333333333,1,0.830769231,0.172043011,10,500to1999,1,0,FALSE,1,h. $5M - $50M,N,1,1,1,1,1,1,1,0,
470,8,5,5.55555E+15,0,1,0,,,,,,,,,,,,,,,,,,,,,
471,10,10,634874,1,1,1,,,0.333333333,0.086956522,9,100to499,2,0,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,1,0,
472,5,7,5.55555E+15,0.2,2,0.2,1,,,,,,,,,,,,,,,,,,,,
473,7,8,5.55555E+15,0.6,3,0.6,0.5,,,,,,,,,,,,,,,,,,,,
474,5,11,73690529,0,3,0,,,0,0,10,100to499,6to10,0,TRUE,1,h. $5M - $50M,N,1,1,0,0,1,1,0,1,
475,9,6,5.55555E+15,0.4,4,1,,,,,,,,,,,,,,,,,,,,,8
476,9,10,1589470511,,4,1,,,,,,,,,,,,,,,,,,,,,
477,9,9,571664335,1,2,1,,,0,0.357142857,10,100to499,6to10,0,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,
478,10,7,5.55555E+15,0.8,3,0.8,,,,,,,,,,,,,,,,,,,,,
479,4,3,5.55555E+15,0.333333333,3,0.333333333,,,,,,,,,,,,,,,,,,,,,9
480,10,5,5.55555E+15,0,2,0,,,,,,,,,,,,,,,,,,,,,
481,9,9,1056734089,1,2,1,,,0,0,10,LT100,GT10,0,TRUE,0,g. $500K - $5M,N,1,0,0,0,0,0,0,0,
482,8,9,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
483,3,7,794331,1,3,1,,,2.571428571,0.333333333,10,LT100,6to10,0,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,
484,9,9,1533343834,0.4,4,0.75,0,,,,,,,,,,,,,,,,,,,,
485,10,5,745792553,1,4,1,,0.714285714,0,0.01369863,10,GTE2000,GT10,0,FALSE,0,g. $500K - $5M,N,1,0,0,0,0,0,0,0,
486,9,10,445948573,,3,,,,,,,,,,,,,,,,,,,,,,10
487,9,8,5.55555E+15,0.6,2,0.6,,,,,,,,,,,,,,,,,,,,,
488,10,10,651690436,1,3,1,,,4,0.347826087,10,LT100,GT10,0,FALSE,0,g. $500K - $5M,Y,0,0,0,0,1,1,1,0,
489,10,9,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
490,10,8,649602430,1,3,1,0.8,1,5.513513514,0.1,,500to1999,6to10,0,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,1,0,
491,10,9,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
492,6,5,1356615599,0,2,0,,,0,0.25,7,LT100,GT10,0,FALSE,0,g. $500K - $5M,N,0,0,0,0,0,0,1,0,
493,9,9,473748,1,2,1,,,,,,,,,,,,,,,,,,,,,
494,10,9,498270,1,2,1,,,8.25,0.25,10,LT100,GT10,0,FALSE,0,e. <$50K,N,1,1,0,0,1,1,0,0,9
495,10,10,878503524,1,4,1,,,,,,,,,,,,,,,,,,,,,
496,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
497,10,9,995233131,1,3,1,,1,0,0.06,10,GTE2000,2,0,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,0,0,
498,7,6,5.55555E+15,0,4,0,1,,,,,,,,,,,,,,,,,,,,8
499,8,5,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
500,8,11,277441655,1,4,1,1,,,,,,,,,,,,,,,,,,,,4.5
501,10,11,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
502,8,9,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
503,7,3,1213724261,0.6,3,0.6,1,,,,,,,,,,,,,,,,,,,,
504,10,10,5.55555E+15,,3,,,,,,,,,,,,,,,,,,,,,,
505,8,4,910580416,0,3,0,,,,,,,,,,,,,,,,,,,,,9
506,8,6,1181698995,0.6,4,0.666666667,1,,,,,,,,,,,,,,,,,,,,
507,9,10,5.55555E+15,1,1,1,,,0,0,10,LT100,GT10,0,FALSE,0,e. <$50K,N,1,1,1,1,1,1,0,0,
